File,Alias,Question,Answer,Confidence
sample_nocs/0000003990.PDF,submission_no,What is the Submission Number?,140827,98
sample_nocs/0000003990.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Mylan Pharmaceuticals ULC,95
sample_nocs/0000003990.PDF,product_name,What is the Product name?,Ranitidine,55
sample_nocs/0000003990.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02286106 (ORL, TAB, 150 mg)",87
sample_nocs/0000003990.PDF,species,What is the species?,NA,NA
sample_nocs/0000003990.PDF,noc_date,What is the date of the document?,AUG 25 2010,83
sample_nocs/0000003990.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ranitidine supplied as Ranitidine Hydrochloride,96
sample_nocs/0000004008.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000004008.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,82
sample_nocs/0000004008.PDF,noc_reason,What was the reason for the submission?,"Update to the Product Monograph: Warnings and Precautions, Adverse Reactions, Action and Clinical Pharmacology, Clinical Trials.",68
sample_nocs/0000004008.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",69
sample_nocs/0000004008.PDF,dossier_id,What is the Dossier Id?,9427-B0456-43,51
sample_nocs/0000004008.PDF,submission_no,What is the Submission Number?,111362,98
sample_nocs/0000004008.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Bayer Inc.,63
sample_nocs/0000004008.PDF,product_name,What is the Product name?,GLUCOBAY,99
sample_nocs/0000004008.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 50 mg",88
sample_nocs/0000004008.PDF,species,What is the species?,NA,NA
sample_nocs/0000004008.PDF,noc_date,What is the date of the document?,DEC 11 2007,80
sample_nocs/0000004008.PDF,medicinal_ingredients,What are the medicinal ingredients?,Acarbose,97
sample_nocs/0000004124.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Proscar, Merck Frosst Canada Ltd., Canada",43
sample_nocs/0000004124.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,75
sample_nocs/0000004124.PDF,noc_reason,What was the reason for the submission?,New Manufacturer and Product Name,89
sample_nocs/0000004124.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",78
sample_nocs/0000004124.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004124.PDF,submission_no,What is the Submission Number?,141486,98
sample_nocs/0000004124.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Jamp Pharma Corporation,98
sample_nocs/0000004124.PDF,product_name,What is the Product name?,JAMP-FINASTERIDE,47
sample_nocs/0000004124.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02357224 (ORL,TAB, 5 mg)",72
sample_nocs/0000004124.PDF,species,What is the species?,NA,NA
sample_nocs/0000004124.PDF,noc_date,What is the date of the document?,SEP 29 2010,98
sample_nocs/0000004124.PDF,medicinal_ingredients,What are the medicinal ingredients?,Finasteride,97
sample_nocs/0000004195.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Cefzil, Bristol-Myers Squibb Canada Inc.",27.000001907348633
sample_nocs/0000004195.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000004195.PDF,noc_reason,What was the reason for the submission?,NA,NA
sample_nocs/0000004195.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",80
sample_nocs/0000004195.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004195.PDF,submission_no,What is the Submission Number?,104754,99
sample_nocs/0000004195.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Sandoz Canada Inc.,94
sample_nocs/0000004195.PDF,product_name,What is the Product name?,Sandoz Cefprozil,96
sample_nocs/0000004195.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02302179, Oral, Tablet, 250mg",95
sample_nocs/0000004195.PDF,species,What is the species?,NA,NA
sample_nocs/0000004195.PDF,noc_date,What is the date of the document?,NOV 21 2007,80
sample_nocs/0000004195.PDF,medicinal_ingredients,What are the medicinal ingredients?,Cefprozil,97
sample_nocs/0000004303.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000004303.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,77
sample_nocs/0000004303.PDF,noc_reason,What was the reason for the submission?,New Indication: Staphylococcus aureus bloodstream infections (bacteremia) including those with right-sided Staphylococcus aureus infective endocarditis (native valve) caused by methicillin-susceptible and methicillin-resistant,64
sample_nocs/0000004303.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",77
sample_nocs/0000004303.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004303.PDF,submission_no,What is the Submission Number?,104227,99
sample_nocs/0000004303.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,REVISED,94
sample_nocs/0000004303.PDF,product_name,What is the Product name?,CUBICIN,94
sample_nocs/0000004303.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Intravenous, Powder for Solution, 500 mg/Vial",86
sample_nocs/0000004303.PDF,species,What is the species?,Staphylococcus aureus,60.000003814697266
sample_nocs/0000004303.PDF,noc_date,What is the date of the document?,MAR 14 2008,92
sample_nocs/0000004303.PDF,medicinal_ingredients,What are the medicinal ingredients?,Daptomycin,98
sample_nocs/0000004313.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000004313.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000004313.PDF,noc_reason,What was the reason for the submission?,Manufacturer Name Change,96
sample_nocs/0000004313.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Supriya Sharma MD MPH FRCPC,85
sample_nocs/0000004313.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004313.PDF,submission_no,What is the Submission Number?,114625,98
sample_nocs/0000004313.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pfizer Canada Inc.,87
sample_nocs/0000004313.PDF,product_name,What is the Product name?,CARDURA,99
sample_nocs/0000004313.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","01958100 (ORL,TAB, 1mg)",92
sample_nocs/0000004313.PDF,species,What is the species?,NA,NA
sample_nocs/0000004313.PDF,noc_date,What is the date of the document?,JUN 21 2007,79
sample_nocs/0000004313.PDF,medicinal_ingredients,What are the medicinal ingredients?,Doxazosin supplied as Doxazosin Mesylate,96
sample_nocs/0000004332.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000004332.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000004332.PDF,noc_reason,What was the reason for the submission?,Revisions to the Product Monograph. Removal of chronic indication and safety updates.,71
sample_nocs/0000004332.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",66
sample_nocs/0000004332.PDF,dossier_id,What is the Dossier Id?,9427-N1065-23,54.000003814697266
sample_nocs/0000004332.PDF,submission_no,What is the Submission Number?,105050,99
sample_nocs/0000004332.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,"Novartis Ophthalmics, Novartis Pharmaceuticals Canada Inc.",91
sample_nocs/0000004332.PDF,product_name,What is the Product name?,VOLTAREN OPHTHA,98
sample_nocs/0000004332.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Ophthalmic, Solution, 1 mg/ml",89
sample_nocs/0000004332.PDF,species,What is the species?,NA,NA
sample_nocs/0000004332.PDF,noc_date,What is the date of the document?,mARS 04 2007,23
sample_nocs/0000004332.PDF,medicinal_ingredients,What are the medicinal ingredients?,Diclofenac Sodium 0.1%,97
sample_nocs/0000004483.PDF,canadian_reference_product,What is the Canadian Reference Product?,Prilium 150 mg (Imidapril Hydrochloride),71
sample_nocs/0000004483.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000004483.PDF,noc_reason,What was the reason for the submission?,previously 2001034N,40
sample_nocs/0000004483.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Siddika Mithani,51
sample_nocs/0000004483.PDF,dossier_id,What is the Dossier Id?,9460-V0135-514,97
sample_nocs/0000004483.PDF,submission_no,What is the Submission Number?,"110450, previously 2001034N",69
sample_nocs/0000004483.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,NA,NA
sample_nocs/0000004483.PDF,product_name,What is the Product name?,Prilium 150 mg (Imidapril Hydrochloride),49
sample_nocs/0000004483.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02297280, oral, powder for solution, 0.150 g/vial",71
sample_nocs/0000004483.PDF,species,What is the species?,dogs,93
sample_nocs/0000004483.PDF,noc_date,What is the date of the document?,12 2007,58.999996185302734
sample_nocs/0000004483.PDF,medicinal_ingredients,What are the medicinal ingredients?,Imidapril hydrochloride,73
sample_nocs/0000004487.PDF,canadian_reference_product,What is the Canadian Reference Product?,Apo-Ibuprofen,91
sample_nocs/0000004487.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,63
sample_nocs/0000004487.PDF,noc_reason,What was the reason for the submission?,New dosage form,92
sample_nocs/0000004487.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",80
sample_nocs/0000004487.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004487.PDF,submission_no,What is the Submission Number?,102963,98
sample_nocs/0000004487.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Apotex Inc.,78
sample_nocs/0000004487.PDF,product_name,What is the Product name?,Apo-Ibuprofen,95
sample_nocs/0000004487.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02295970 -ORAL SUSPENSION, 100 mg/5ml",51
sample_nocs/0000004487.PDF,species,What is the species?,NA,NA
sample_nocs/0000004487.PDF,noc_date,What is the date of the document?,JUN 30 2007,34
sample_nocs/0000004487.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ibuprofen,96
sample_nocs/0000004514.PDF,canadian_reference_product,What is the Canadian Reference Product?,SUDAFED SINUS ADVANCE,94
sample_nocs/0000004514.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,85
sample_nocs/0000004514.PDF,noc_reason,What was the reason for the submission?,Manufacturer Name Change,95
sample_nocs/0000004514.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Omer Boudreau,84
sample_nocs/0000004514.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004514.PDF,submission_no,What is the Submission Number?,111170,98
sample_nocs/0000004514.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,McNeil Consumer Healthcare,98
sample_nocs/0000004514.PDF,product_name,What is the Product name?,SUDAFED SINUS ADVANCE,91
sample_nocs/0000004514.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",02242217,57
sample_nocs/0000004514.PDF,species,What is the species?,NA,NA
sample_nocs/0000004514.PDF,noc_date,What is the date of the document?,JAN 23 2007,87
sample_nocs/0000004514.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ibuprofen / Pseudoephedrine Hydrochloride,88
sample_nocs/0000004545.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Prinivil, Merck Frosst Canada & Co, Canada",32
sample_nocs/0000004545.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,66
sample_nocs/0000004545.PDF,noc_reason,What was the reason for the submission?,NA,NA
sample_nocs/0000004545.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",64
sample_nocs/0000004545.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004545.PDF,submission_no,What is the Submission Number?,099076,98
sample_nocs/0000004545.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Sandoz Canada Inc.,90
sample_nocs/0000004545.PDF,product_name,What is the Product name?,SANDOZ LISINOPRIL,85
sample_nocs/0000004545.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02289199, Oral, Tablet, 5mg",95
sample_nocs/0000004545.PDF,species,What is the species?,NA,NA
sample_nocs/0000004545.PDF,noc_date,What is the date of the document?,OCT 17 2007,90
sample_nocs/0000004545.PDF,medicinal_ingredients,What are the medicinal ingredients?,Lisinopril supplied as Lisinopril Dihydrate,89
sample_nocs/0000004634.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000004634.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Product Directorate,50
sample_nocs/0000004634.PDF,noc_reason,What was the reason for the submission?,"for its use in ""adjunctive therapy with cholinesterase inhibitors for the symptomatic treatment of patients with moderate to severe dementia of the Alzheimer's type""",52.999996185302734
sample_nocs/0000004634.PDF,approving_dg,What is the name of the Director General that signed this NOC?,NA,NA
sample_nocs/0000004634.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004634.PDF,submission_no,What is the Submission Number?,134197,97
sample_nocs/0000004634.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,NA,NA
sample_nocs/0000004634.PDF,product_name,What is the Product name?,Therapeutic Product Directorate,96
sample_nocs/0000004634.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",NA,NA
sample_nocs/0000004634.PDF,species,What is the species?,Alzheimer's type,21
sample_nocs/0000004634.PDF,noc_date,What is the date of the document?,NA,NA
sample_nocs/0000004634.PDF,medicinal_ingredients,What are the medicinal ingredients?,Memantine Hydrochloride,78
sample_nocs/0000004804.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Zyprexa, Eli Lilly Canada Inc.",23
sample_nocs/0000004804.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,79
sample_nocs/0000004804.PDF,noc_reason,What was the reason for the submission?,Revisions to the Product Monograph,96
sample_nocs/0000004804.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",61
sample_nocs/0000004804.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004804.PDF,submission_no,What is the Submission Number?,110485,99
sample_nocs/0000004804.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Novopharm Limited,93
sample_nocs/0000004804.PDF,product_name,What is the Product name?,NOVO-OLANZAPINE,94
sample_nocs/0000004804.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, Oral, Tablet, 2.5mg",88
sample_nocs/0000004804.PDF,species,What is the species?,NA,NA
sample_nocs/0000004804.PDF,noc_date,What is the date of the document?,JUN 0 6 2007,58
sample_nocs/0000004804.PDF,medicinal_ingredients,What are the medicinal ingredients?,Olanzapine,92
sample_nocs/0000004805.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Zofran, GlaxoSmithKline Inc., Canada",52
sample_nocs/0000004805.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,86
sample_nocs/0000004805.PDF,noc_reason,What was the reason for the submission?,Product Name Change from Apo-Ondansetron,94
sample_nocs/0000004805.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Supriya Sharma MD MPH FRCPC,83
sample_nocs/0000004805.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000004805.PDF,submission_no,What is the Submission Number?,114394,98
sample_nocs/0000004805.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Apotex Inc,95
sample_nocs/0000004805.PDF,product_name,What is the Product name?,Ondansetron InJECTION USP,50
sample_nocs/0000004805.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02291703 (IV,SOL, 2 mg/mL)",70
sample_nocs/0000004805.PDF,species,What is the species?,NA,NA
sample_nocs/0000004805.PDF,noc_date,What is the date of the document?,JUN 0 1 2007,25
sample_nocs/0000004805.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ondansetron supplied as Ondansetron Hydrochloride Dihydrate,93
sample_nocs/0000005025.PDF,canadian_reference_product,What is the Canadian Reference Product?,HUMIRA,94
sample_nocs/0000005025.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000005025.PDF,noc_reason,What was the reason for the submission?,Alternate drug delivery system HUMIRA® pen Système d'administration alternatif de médicaments HUMIRA® stylo,49
sample_nocs/0000005025.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Pierre J. Charest,77
sample_nocs/0000005025.PDF,dossier_id,What is the Dossier Id?,m27,5
sample_nocs/0000005025.PDF,submission_no,What is the Submission Number?,105273,98
sample_nocs/0000005025.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,"Abbott Laboratories, Limited",97
sample_nocs/0000005025.PDF,product_name,What is the Product name?,HUMIRA,85
sample_nocs/0000005025.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, SC, Sol, 40 mg/0.8 mL",75
sample_nocs/0000005025.PDF,species,What is the species?,NA,NA
sample_nocs/0000005025.PDF,noc_date,What is the date of the document?,DEC 1 2006,71
sample_nocs/0000005025.PDF,medicinal_ingredients,What are the medicinal ingredients?,adalimumab,90
sample_nocs/0000005127.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Rocephin, Hoffman-LaRoche Limited",38
sample_nocs/0000005127.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,76
sample_nocs/0000005127.PDF,noc_reason,What was the reason for the submission?,NA,NA
sample_nocs/0000005127.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Omer Boudreau,48
sample_nocs/0000005127.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005127.PDF,submission_no,What is the Submission Number?,099798,98
sample_nocs/0000005127.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pharmaceutical Partners of Canada,62
sample_nocs/0000005127.PDF,product_name,What is the Product name?,"CEFTRIAXONE FOR INJECTION, USP",82
sample_nocs/0000005127.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",02289679,51
sample_nocs/0000005127.PDF,species,What is the species?,NA,NA
sample_nocs/0000005127.PDF,noc_date,What is the date of the document?,DEC 15 2006,85
sample_nocs/0000005127.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ceftriaxone (as Ceftriaxone sodium),76
sample_nocs/0000005189.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Antirobe Capsules 75 mg, Pharmacia Animal Health, Canada",45
sample_nocs/0000005189.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000005189.PDF,noc_reason,What was the reason for the submission?,to correct a clerical error,84
sample_nocs/0000005189.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Siddika Mithani, Ph.D.",31
sample_nocs/0000005189.PDF,dossier_id,What is the Dossier Id?,9460-C1411-504,91
sample_nocs/0000005189.PDF,submission_no,What is the Submission Number?,2004147A,97
sample_nocs/0000005189.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,NA,NA
sample_nocs/0000005189.PDF,product_name,What is the Product name?,Clinacin Tablets 75 mg,89
sample_nocs/0000005189.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02277727, oral, tablets, 75 mg/tab",82
sample_nocs/0000005189.PDF,species,What is the species?,dogs,99
sample_nocs/0000005189.PDF,noc_date,What is the date of the document?,"March 6, 2006",93
sample_nocs/0000005189.PDF,medicinal_ingredients,What are the medicinal ingredients?,clindamycin (as clindamycin hydrochloride),71
sample_nocs/0000005202.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000005202.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000005202.PDF,noc_reason,What was the reason for the submission?,New Manufacturer and Product Name,87
sample_nocs/0000005202.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Omer Boudreau,50
sample_nocs/0000005202.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005202.PDF,submission_no,What is the Submission Number?,110390,98
sample_nocs/0000005202.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Pharmel Inc.,76
sample_nocs/0000005202.PDF,product_name,What is the Product name?,PHL-DOXYCYCLINE,94
sample_nocs/0000005202.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02289458 (ORL, TAB, 100mg)",64
sample_nocs/0000005202.PDF,species,What is the species?,NA,NA
sample_nocs/0000005202.PDF,noc_date,What is the date of the document?,DEC. 2 2006,89
sample_nocs/0000005202.PDF,medicinal_ingredients,What are the medicinal ingredients?,Doxycycline supplied as Doxycycline Hyclate,95
sample_nocs/0000005257.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000005257.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,69
sample_nocs/0000005257.PDF,noc_reason,What was the reason for the submission?,NA,NA
sample_nocs/0000005257.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",58.999996185302734
sample_nocs/0000005257.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005257.PDF,submission_no,What is the Submission Number?,094663,98
sample_nocs/0000005257.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Sandoz Canada Inc.,91
sample_nocs/0000005257.PDF,product_name,What is the Product name?,Pediatric Digoxin Injection C.S.D.,72
sample_nocs/0000005257.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02048272, Intramuscular, Intravenous, Liquid, 0.05 mg/mL",63
sample_nocs/0000005257.PDF,species,What is the species?,NA,NA
sample_nocs/0000005257.PDF,noc_date,What is the date of the document?,"February 2, 2006",96
sample_nocs/0000005257.PDF,medicinal_ingredients,What are the medicinal ingredients?,Digoxin,99
sample_nocs/0000005420.PDF,canadian_reference_product,What is the Canadian Reference Product?,INFERGEN,62
sample_nocs/0000005420.PDF,directorate,What is the directorate that approved the submission?,Biologics and Genetic Therapies Directorate,33
sample_nocs/0000005420.PDF,noc_reason,What was the reason for the submission?,Manufacturer Name Change,94
sample_nocs/0000005420.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Pierre J. Charest,72
sample_nocs/0000005420.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005420.PDF,submission_no,What is the Submission Number?,104824,99
sample_nocs/0000005420.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Valeant Canada limitée/Limited,34
sample_nocs/0000005420.PDF,product_name,What is the Product name?,INFERGEN,95
sample_nocs/0000005420.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02239832 (SC,SOL, 0.03mg/mL)",39
sample_nocs/0000005420.PDF,species,What is the species?,NA,NA
sample_nocs/0000005420.PDF,noc_date,What is the date of the document?,MAY 9 2006,98
sample_nocs/0000005420.PDF,medicinal_ingredients,What are the medicinal ingredients?,Interferon Alfacon-1,94
sample_nocs/0000005431.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Combivent, Boehringer Ingelheim (Canada) Ltd, Canada",71
sample_nocs/0000005431.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,83
sample_nocs/0000005431.PDF,noc_reason,What was the reason for the submission?,Product name change,98
sample_nocs/0000005431.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Omer Boudreau,88
sample_nocs/0000005431.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005431.PDF,submission_no,What is the Submission Number?,104235,99
sample_nocs/0000005431.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Cobalt Pharmaceuticals Inc.,95
sample_nocs/0000005431.PDF,product_name,What is the Product name?,CO SALBUT-IPRAT INHALATION SOLUTION,92
sample_nocs/0000005431.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","02276348, INH, SOL, 0.5mg/2.5ml Ipratropium Bromide",67
sample_nocs/0000005431.PDF,species,What is the species?,NA,NA
sample_nocs/0000005431.PDF,noc_date,What is the date of the document?,MAR 29 2006,94
sample_nocs/0000005431.PDF,medicinal_ingredients,What are the medicinal ingredients?,Ipratropium Bromide(supplied as Ipratropium Bromide Monohydrate) and Salbutamol (supplied as Salbutamol Sulfate),30.000001907348633
sample_nocs/0000005475.PDF,canadian_reference_product,What is the Canadian Reference Product?,NA,NA
sample_nocs/0000005475.PDF,directorate,What is the directorate that approved the submission?,NA,NA
sample_nocs/0000005475.PDF,noc_reason,What was the reason for the submission?,changes to manufacturing facility / changes to l'emplacement de fabrication,37
sample_nocs/0000005475.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Pierre J. Charest,76
sample_nocs/0000005475.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005475.PDF,submission_no,What is the Submission Number?,096436,99
sample_nocs/0000005475.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Genzyme Canada Inc.,80
sample_nocs/0000005475.PDF,product_name,What is the Product name?,ALDURAZYME,88
sample_nocs/0000005475.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","N/A, IV, SOL, 0.58 mg/mL",85
sample_nocs/0000005475.PDF,species,What is the species?,NA,NA
sample_nocs/0000005475.PDF,noc_date,What is the date of the document?,FEB 17 2006,95
sample_nocs/0000005475.PDF,medicinal_ingredients,What are the medicinal ingredients?,laronidase,99
sample_nocs/0000005479.PDF,canadian_reference_product,What is the Canadian Reference Product?,MUSTARGEN,91
sample_nocs/0000005479.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,88
sample_nocs/0000005479.PDF,noc_reason,What was the reason for the submission?,Manufacturer Name Change,95
sample_nocs/0000005479.PDF,approving_dg,What is the name of the Director General that signed this NOC?,Omer Boudreau,55
sample_nocs/0000005479.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005479.PDF,submission_no,What is the Submission Number?,110438,99
sample_nocs/0000005479.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Ovation Pharmaceuticals Inc.,67
sample_nocs/0000005479.PDF,product_name,What is the Product name?,MUSTARGEN,99
sample_nocs/0000005479.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?","00016063 (IP,IPC,IPL,IV, PWSO, 10mg/Vial)",49
sample_nocs/0000005479.PDF,species,What is the species?,NA,NA
sample_nocs/0000005479.PDF,noc_date,What is the date of the document?,DEC. 22 2006,75
sample_nocs/0000005479.PDF,medicinal_ingredients,What are the medicinal ingredients?,Mechlorethamine supplied as Mechlorethamine Hydrochloride,96
sample_nocs/0000005546.PDF,canadian_reference_product,What is the Canadian Reference Product?,"Cosopt, Merck Frosst Canada Ltd., Canada",42
sample_nocs/0000005546.PDF,directorate,What is the directorate that approved the submission?,Therapeutic Products Directorate,86
sample_nocs/0000005546.PDF,noc_reason,What was the reason for the submission?,Manufacturer and Product Name Change,95
sample_nocs/0000005546.PDF,approving_dg,What is the name of the Director General that signed this NOC?,"Supriya Sharma, MD MPH FRCPC",55
sample_nocs/0000005546.PDF,dossier_id,What is the Dossier Id?,NA,NA
sample_nocs/0000005546.PDF,submission_no,What is the Submission Number?,143236,98
sample_nocs/0000005546.PDF,manufacturer_name,Who is the Sponsor/Manufacturer?,Teva Canada Limited,84
sample_nocs/0000005546.PDF,product_name,What is the Product name?,TEVA-DORZOTIMOL,94
sample_nocs/0000005546.PDF,din_route_form_strength,"What is the Drug Identification Number, Route, Form and Strength?",02320525,43
sample_nocs/0000005546.PDF,species,What is the species?,NA,NA
sample_nocs/0000005546.PDF,noc_date,What is the date of the document?,DEC 08 2010,51
