file,resp_json,data_found,reason,dossier_id,submission_no,date,product_name,medicinal_ingredients,reason_for_submission,species,drug_identification_number_route_form_strength,canadian_reference_product,manufacturer_name,manufacturer_street,manufacturer_city,manufacturer_province,manufacturer_country,manufacturer_postal_code,authorizing_official_name,authorizing_official_title,authorizing_official_division,authorizing_official_directorate
https://pdf.hres.ca/noc_pm/0000021517.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""v187515"",
  ""submission_no"": ""191572"",
  ""manufacturer"": {
    ""name"": ""Bio Agri Mix Limited Partnership"",
    ""street"": ""11 Ellena Street"",
    ""city"": ""Mitchell"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""N0K 1N0""
  },
  ""date"": ""DEC 2 2016"",
  ""product_name"": ""CHLOR 100"",
  ""medicinal_ingredients"": ""Chlortetracycline (as chlortetracycline hydrochloride)"",
  ""reason_for_submission"": ""Removal of growth promotion claim\nAdditional indications (turkeys and lambs)"",
  ""species"": ""Swine, Cattle, Turkey, Lambs"",
  ""drug_identification_number_route_form_strength"": ""00698210, Oral, Medicated Premix, 220 g/kg"",
  ""canadian_reference_product"": ""Aureomycin 220 G (Zoetis Canada Inc., DIN 02242693)"",
  ""authorizing_official"": {
    ""name"": ""Dr. Mary Jane Ireland"",
    ""title"": ""Director General"",
    ""division"": ""Veterinary Drugs Directorate"",
    ""directorate"": ""Direction des médicaments vétérinaires""
  }
}",TRUE,NA,v187515,191572,DEC 2 2016,CHLOR 100,Chlortetracycline (as chlortetracycline hydrochloride),"Removal of growth promotion claim
Additional indications (turkeys and lambs)","Swine, Cattle, Turkey, Lambs","00698210, Oral, Medicated Premix, 220 g/kg","Aureomycin 220 G (Zoetis Canada Inc., DIN 02242693)",Bio Agri Mix Limited Partnership,11 Ellena Street,Mitchell,ON,Canada,N0K 1N0,Dr. Mary Jane Ireland,Director General,Veterinary Drugs Directorate,Direction des médicaments vétérinaires
https://pdf.hres.ca/noc_pm/0000021529.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""p190858"",
  ""submission_no"": ""190858"",
  ""manufacturer"": {
    ""name"": ""SteriMax Inc."",
    ""street"": ""2770 Portland Drive"",
    ""city"": ""Oakville"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L6H 9F4""
  },
  ""date"": ""DEC 2 2 2016"",
  ""product_name"": ""Levofloxacin in 5% Dextrose Injection"",
  ""medicinal_ingredients"": ""Levofloxacin"",
  ""reason_for_submission"": ""This is to notify that the above abbreviated new drug submission complies with the requirements of sections C.08.002.1 and C.08.005.1 of the Food and Drug Regulations. Pursuant to section C.08.004 of the Food and Drug Regulations, this Notice of Compliance is issued."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02490122, Intravenous, Solution, 5 mg/mL"",
  ""canadian_reference_product"": ""Levofloxacin in 5% Dextrose Injection, Hospira Healthcare Corporation, Canada"",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,p190858,190858,DEC 2 2 2016,Levofloxacin in 5% Dextrose Injection,Levofloxacin,"This is to notify that the above abbreviated new drug submission complies with the requirements of sections C.08.002.1 and C.08.005.1 of the Food and Drug Regulations. Pursuant to section C.08.004 of the Food and Drug Regulations, this Notice of Compliance is issued.",,"02490122, Intravenous, Solution, 5 mg/mL","Levofloxacin in 5% Dextrose Injection, Hospira Healthcare Corporation, Canada",SteriMax Inc.,2770 Portland Drive,Oakville,Ontario,Canada,L6H 9F4,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000021897.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""163785"",
  ""submission_no"": ""163785"",
  ""manufacturer"": {
    ""name"": ""Hoffmann-La Roche Limited"",
    ""street"": ""7070 Mississauga Road"",
    ""city"": ""Mississauga"",
    ""province"": ""ON"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5M 5N8""
  },
  ""date"": ""MAR 1 0 2017"",
  ""product_name"": ""KADCYLA"",
  ""medicinal_ingredients"": ""Trastuzumab emtansine"",
  ""reason_for_submission"": ""Update to the Product Monograph"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, IV, PVSQ, 20 mg/mL"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Catherine Parker"",
    ""title"": ""Director General"",
    ""division"": ""Biologics and Genetic Therapies"",
    ""directorate"": ""Directorate / Direction des produits biologiques et thérapies génétiques""
  }
}",TRUE,NA,163785,163785,MAR 1 0 2017,KADCYLA,Trastuzumab emtansine,Update to the Product Monograph,,"N/A, IV, PVSQ, 20 mg/mL",,Hoffmann-La Roche Limited,7070 Mississauga Road,Mississauga,ON,Canada,L5M 5N8,Catherine Parker,Director General,Biologics and Genetic Therapies,Directorate / Direction des produits biologiques et thérapies génétiques
https://pdf.hres.ca/noc_pm/0000021958.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e174396"",
  ""submission_no"": ""196769"",
  ""manufacturer"": {
    ""name"": ""Basilea Pharmaceutica International AG"",
    ""street"": ""Grazacherstrasse 487"",
    ""city"": ""Basel"",
    ""province"": ""Switzerland"",
    ""country"": ""Switzerland"",
    ""postal_code"": ""CH-4005""
  },
  ""date"": ""FEB 07 2017"",
  ""product_name"": ""ZEVTERA"",
  ""medicinal_ingredients"": ""Ceftobiprole (supplied as ceftobiprole mecloxacil sodium)"",
  ""reason_for_submission"": ""To increase the drug product's shelf life specifications for two individual and total degradation products"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, Intravenous, Powder for Solution, 500 mg/vial"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Direction des produits thérapeutiques""
  }
}",TRUE,NA,e174396,196769,FEB 07 2017,ZEVTERA,Ceftobiprole (supplied as ceftobiprole mecloxacil sodium),To increase the drug product's shelf life specifications for two individual and total degradation products,,"N/A, Intravenous, Powder for Solution, 500 mg/vial",,Basilea Pharmaceutica International AG,Grazacherstrasse 487,Basel,Switzerland,Switzerland,CH-4005,Marion Law,Director General,Therapeutic Products Directorate,Direction des produits thérapeutiques
https://pdf.hres.ca/noc_pm/0000021991.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e156618"",
  ""submission_no"": ""202290"",
  ""manufacturer"": {
    ""name"": ""Taro Pharmaceuticals Inc."",
    ""street"": ""130 East Drive"",
    ""city"": ""Brampton"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L6T 1C1""
  },
  ""date"": ""MAR 14 2017"",
  ""product_name"": ""Taro-Testosterone"",
  ""medicinal_ingredients"": ""Testosterone Undecanoate"",
  ""reason_for_submission"": ""Revisions to the labels"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, Oral, Capsule, 40 mg"",
  ""canadian_reference_product"": ""Andriol, Organon Canada Ltd., Canada"",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Direction des produits thérapeutiques""
  }
}",TRUE,NA,e156618,202290,MAR 14 2017,Taro-Testosterone,Testosterone Undecanoate,Revisions to the labels,,"N/A, Oral, Capsule, 40 mg","Andriol, Organon Canada Ltd., Canada",Taro Pharmaceuticals Inc.,130 East Drive,Brampton,Ontario,Canada,L6T 1C1,Marion Law,Director General,Therapeutic Products Directorate,Direction des produits thérapeutiques
https://pdf.hres.ca/noc_pm/0000022040.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""E133862"",
  ""submission_no"": ""200730"",
  ""manufacturer"": {
    ""name"": ""Pfizer Canada Inc."",
    ""street"": ""17,300 Trans-Canada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9J 2N5""
  },
  ""date"": ""MAR 06 2017"",
  ""product_name"": ""METHOTREXATE"",
  ""medicinal_ingredients"": ""Methotrexate (supplied as methotrexate disodium)"",
  ""reason_for_submission"": ""To remove information pertaining to the injection formulation from the Product Monograph as this format is no longer marketed and the DIN has been cancelled."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, Oral, Tablet, 2.5 mg"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,E133862,200730,MAR 06 2017,METHOTREXATE,Methotrexate (supplied as methotrexate disodium),To remove information pertaining to the injection formulation from the Product Monograph as this format is no longer marketed and the DIN has been cancelled.,,"N/A, Oral, Tablet, 2.5 mg",,Pfizer Canada Inc.,"17,300 Trans-Canada Highway",Kirkland,Quebec,Canada,H9J 2N5,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022055.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e125722"",
  ""submission_no"": ""202905"",
  ""manufacturer"": {
    ""name"": ""Novartis Pharmaceuticals Canada Inc."",
    ""street"": ""385 Bouchard Blvd."",
    ""city"": ""Dorval"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9S 1A9""
  },
  ""date"": ""APR 03 2017"",
  ""product_name"": ""CILOXAN"",
  ""medicinal_ingredients"": ""Ciprofloxacin Hydrochloride"",
  ""reason_for_submission"": ""Administrative: Transfer of Drug Identification Numbers / Administratif: Transfert d'identification numérique des drogues"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""01945270 (ophthalmic, solution, 0.3%) 02200864 (ophthalmic, ointment, 0.3%)"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e125722,202905,APR 03 2017,CILOXAN,Ciprofloxacin Hydrochloride,Administrative: Transfer of Drug Identification Numbers / Administratif: Transfert d'identification numérique des drogues,,"01945270 (ophthalmic, solution, 0.3%) 02200864 (ophthalmic, ointment, 0.3%)",,Novartis Pharmaceuticals Canada Inc.,385 Bouchard Blvd.,Dorval,Quebec,Canada,H9S 1A9,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022185.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""E144901"",
  ""submission_no"": ""198311"",
  ""manufacturer"": {
    ""name"": ""Merck Canada Inc."",
    ""street"": ""19750 Trans-Canada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9H 4W7""
  },
  ""date"": ""MAY 03 2017"",
  ""product_name"": ""DIPROSONE"",
  ""medicinal_ingredients"": ""Betamethasone dipropionate"",
  ""reason_for_submission"": ""Change in the drug product manufacturing and testing site."",
  ""species"": ""N/A"",
  ""drug_identification_number_route_form_strength"": ""Topical, Cream, 0.05%"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General"",
    ""division"": ""Therapeutic Products Directorate"",
    ""directorate"": ""Direction des produits thérapeutiques""
  }
}",TRUE,NA,E144901,198311,MAY 03 2017,DIPROSONE,Betamethasone dipropionate,Change in the drug product manufacturing and testing site.,N/A,"Topical, Cream, 0.05%",,Merck Canada Inc.,19750 Trans-Canada Highway,Kirkland,Quebec,Canada,H9H 4W7,Marion Law,Director General,Therapeutic Products Directorate,Direction des produits thérapeutiques
https://pdf.hres.ca/noc_pm/0000022200.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""p199867"",
  ""submission_no"": ""199889"",
  ""manufacturer"": {
    ""name"": ""Jamp Pharma Corporation"",
    ""street"": ""1310 rue Nobel"",
    ""city"": ""Boucherville"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""J4B 5H5""
  },
  ""date"": ""APR 1 1 2017"",
  ""product_name"": ""JAMP-TACROLIMUS"",
  ""medicinal_ingredients"": ""Tacrolimus"",
  ""reason_for_submission"": ""Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre deux sociétés"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02460238 (oral, immediate-release capsule, 0.5mg)"",
  ""canadian_reference_product"": ""Prograf, Astellas Pharma Canada Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,p199867,199889,APR 1 1 2017,JAMP-TACROLIMUS,Tacrolimus,Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre deux sociétés,,"02460238 (oral, immediate-release capsule, 0.5mg)","Prograf, Astellas Pharma Canada Inc., Canada",Jamp Pharma Corporation,1310 rue Nobel,Boucherville,Quebec,Canada,J4B 5H5,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022217.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""P124075"",
  ""submission_no"": ""201597"",
  ""manufacturer"": {
    ""name"": ""Actavis Pharma Company"",
    ""street"": ""6735 Mississauga Road"",
    ""city"": ""Mississauga"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5N 6J5""
  },
  ""date"": ""APR 1 2 2017"",
  ""product_name"": ""ACT ETIDROCIAL"",
  ""medicinal_ingredients"": ""Etidronate disodium / Calcium carbonate"",
  ""reason_for_submission"": ""Update to the Product Monograph regarding Osteonecrosis of the Jaw (ONJ) in response to an Advertisement Letter."",
  ""species"": ""N/A"",
  ""drug_identification_number_route_form_strength"": ""Oral, Tablet, 400 mg / 1250 mg"",
  ""canadian_reference_product"": ""Didrocal, Procter and Gamble Pharmaceuticals Canada, Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,P124075,201597,APR 1 2 2017,ACT ETIDROCIAL,Etidronate disodium / Calcium carbonate,Update to the Product Monograph regarding Osteonecrosis of the Jaw (ONJ) in response to an Advertisement Letter.,N/A,"Oral, Tablet, 400 mg / 1250 mg","Didrocal, Procter and Gamble Pharmaceuticals Canada, Inc., Canada",Actavis Pharma Company,6735 Mississauga Road,Mississauga,Ontario,Canada,L5N 6J5,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022331.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""203141"",
  ""submission_no"": ""203141"",
  ""manufacturer"": {
    ""name"": ""Fresenius Kabi Canada Ltd."",
    ""street"": ""165 Gaxxy Blvd, Suite 100"",
    ""city"": ""Toronto"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""M9W 0C8""
  },
  ""date"": ""MAY 1 2 2017"",
  ""product_name"": ""INTRALIPID 10% INTRALIPID 20% INTRALIPID 30%"",
  ""medicinal_ingredients"": ""Soybean Oil"",
  ""reason_for_submission"": ""To add a Patient Medication Information Section to the Product Monograph and Package Insert."",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, Intravenous, Emulsion, 10% / WV N/A, Intravenous, Emulsion, 20% / WV N/A, Intravenous, Emulsion, 30% / WV"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques"",
    ""directorate"": """"
  }
}",TRUE,NA,203141,203141,MAY 1 2 2017,INTRALIPID 10% INTRALIPID 20% INTRALIPID 30%,Soybean Oil,To add a Patient Medication Information Section to the Product Monograph and Package Insert.,,"N/A, Intravenous, Emulsion, 10% / WV N/A, Intravenous, Emulsion, 20% / WV N/A, Intravenous, Emulsion, 30% / WV",,Fresenius Kabi Canada Ltd.,"165 Gaxxy Blvd, Suite 100",Toronto,Ontario,Canada,M9W 0C8,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,
https://pdf.hres.ca/noc_pm/0000022420.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""v175167"",
  ""submission_no"": ""201435"",
  ""manufacturer"": {
    ""name"": ""Intervet Canada Corp."",
    ""street"": ""16750 Trans Canada Hwy"",
    ""city"": ""Kirkland"",
    ""province"": ""QC"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9H 4M7""
  },
  ""date"": ""MAY 2 6 2017"",
  ""product_name"": ""SALIX"",
  ""medicinal_ingredients"": ""Furosemide"",
  ""reason_for_submission"": ""Manufacturing Changes"",
  ""species"": ""Dogs, Cats, Horses, Cattle"",
  ""drug_identification_number_route_form_strength"": ""00116238, Intravenous, Intramuscular, Solution, 50 mg/mL"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Dr. Mary Jane Ireland"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Veterinary Drugs Directorate / Direction des médicaments vétérinaires""
  }
}",TRUE,NA,v175167,201435,MAY 2 6 2017,SALIX,Furosemide,Manufacturing Changes,"Dogs, Cats, Horses, Cattle","00116238, Intravenous, Intramuscular, Solution, 50 mg/mL",,Intervet Canada Corp.,16750 Trans Canada Hwy,Kirkland,QC,Canada,H9H 4M7,Dr. Mary Jane Ireland,Director General / Directrice générale,Veterinary Drugs Directorate / Direction des médicaments vétérinaires,NA
https://pdf.hres.ca/noc_pm/0000022454.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e158636"",
  ""submission_no"": ""201180"",
  ""manufacturer"": {
    ""name"": ""AstraZeneca Canada Inc."",
    ""street"": ""1004 Middlegate Road"",
    ""city"": ""Mississauga"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L4Y 1N4""
  },
  ""date"": ""JUN 20 2017"",
  ""product_name"": ""MOVANTIK"",
  ""medicinal_ingredients"": ""Naloxegol (supplied as naloxegol oxalate)"",
  ""reason_for_submission"": ""Additional alternate manufacturing and testing site for the drug substance"",
  ""species"": ""N/A"",
  ""drug_identification_number_route_form_strength"": ""N/A, Oral, Tablet, 12.5 mg; N/A, Oral, Tablet, 25 mg"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Kimby N. Barton"",
    ""title"": ""Acting Director General / Directrice générale intérimaire"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e158636,201180,JUN 20 2017,MOVANTIK,Naloxegol (supplied as naloxegol oxalate),Additional alternate manufacturing and testing site for the drug substance,N/A,"N/A, Oral, Tablet, 12.5 mg; N/A, Oral, Tablet, 25 mg",,AstraZeneca Canada Inc.,1004 Middlegate Road,Mississauga,Ontario,Canada,L4Y 1N4,Kimby N. Barton,Acting Director General / Directrice générale intérimaire,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022491.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e153424"",
  ""submission_no"": ""205473"",
  ""manufacturer"": {
    ""name"": ""Jamp Pharma Corporation"",
    ""street"": ""1310 Rue Nobel"",
    ""city"": ""Boucherville"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""J4B 6H3""
  },
  ""date"": ""JUN 16 2017"",
  ""product_name"": ""JAMP-RIZATRIPTAN ODT"",
  ""medicinal_ingredients"": ""Rizatriptan, supplied as Rizatriptan Benzoate"",
  ""reason_for_submission"": ""Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre deux sociétés"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02465086 (oral, orally disintegrating tablet, 5mg) 02465094 (oral, orally disintegrating tablet, 10mg)"",
  ""canadian_reference_product"": ""Maxalt Smolt, Merck Sharp & Dohme BV, The Netherlands"",
  ""authorizing_official"": {
    ""name"": ""Marion Law"",
    ""title"": ""Director General / Directrice générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e153424,205473,JUN 16 2017,JAMP-RIZATRIPTAN ODT,"Rizatriptan, supplied as Rizatriptan Benzoate",Administrative: Licensing agreement between two companies / Administratif: Accord de licence entre deux sociétés,,"02465086 (oral, orally disintegrating tablet, 5mg) 02465094 (oral, orally disintegrating tablet, 10mg)","Maxalt Smolt, Merck Sharp & Dohme BV, The Netherlands",Jamp Pharma Corporation,1310 Rue Nobel,Boucherville,Quebec,Canada,J4B 6H3,Marion Law,Director General / Directrice générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022523.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e186636"",
  ""submission_no"": ""186636"",
  ""manufacturer"": {
    ""name"": ""Mint Pharmaceuticals Inc."",
    ""street"": ""1093 Myerside Drive, Unit #1"",
    ""city"": ""Mississauga"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""L5T 1K6""
  },
  ""date"": ""JUN 21 2017"",
  ""product_name"": ""Mint-Fenofibrate E"",
  ""medicinal_ingredients"": ""Fenofibrate"",
  ""reason_for_submission"": """",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""02465167, Oral, Tablet, 145 mg"",
  ""canadian_reference_product"": ""Lipidil EZ, Fournier Pharma Inc., Canada"",
  ""authorizing_official"": {
    ""name"": ""Kimby N. Barton"",
    ""title"": ""Acting Director General / Directrice générale intérimaire"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e186636,186636,JUN 21 2017,Mint-Fenofibrate E,Fenofibrate,,,"02465167, Oral, Tablet, 145 mg","Lipidil EZ, Fournier Pharma Inc., Canada",Mint Pharmaceuticals Inc.,"1093 Myerside Drive, Unit #1",Mississauga,Ontario,Canada,L5T 1K6,Kimby N. Barton,Acting Director General / Directrice générale intérimaire,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022559.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""201500"",
  ""submission_no"": ""201500"",
  ""manufacturer"": {
    ""name"": ""Pfizer Canada Inc."",
    ""street"": ""17300 Trans-Canada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9J 2M5""
  },
  ""date"": ""JUL 10 2017"",
  ""product_name"": ""Docetaxel Injection USP"",
  ""medicinal_ingredients"": ""Docetaxel"",
  ""reason_for_submission"": ""Alternate drug substance manufacturing site"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""NIA, Intravenous, Solution, 10 mg/mL"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Kimby N. Barton"",
    ""title"": ""Acting Director General / Directrice générale intérimaire"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,201500,201500,JUL 10 2017,Docetaxel Injection USP,Docetaxel,Alternate drug substance manufacturing site,,"NIA, Intravenous, Solution, 10 mg/mL",,Pfizer Canada Inc.,17300 Trans-Canada Highway,Kirkland,Quebec,Canada,H9J 2M5,Kimby N. Barton,Acting Director General / Directrice générale intérimaire,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022718.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""e151693"",
  ""submission_no"": ""198372"",
  ""manufacturer"": {
    ""name"": ""Teva Canada Limited"",
    ""street"": ""30 Novoeham Court"",
    ""city"": ""Toronto"",
    ""province"": ""Ontario"",
    ""country"": ""Canada"",
    ""postal_code"": ""M1B 2K9""
  },
  ""date"": ""JUL 26 2017"",
  ""product_name"": ""Teva-Efavirenz/Emtricitabine/Tenofovir"",
  ""medicinal_ingredients"": ""Efavirenz / Emtricitabine / Tenofovir Disoproxil Fumarate"",
  ""reason_for_submission"": ""Change in the drug substance supplier"",
  ""species"": """",
  ""drug_identification_number_route_form_strength"": ""N/A, Oral, Tablet, 600 mg/ 200 mg/ 300 mg"",
  ""canadian_reference_product"": ""Atripla, Bristol-Myers Squibb & Gilead Sciences, LLC., Canada"",
  ""authorizing_official"": {
    ""name"": ""Dr. J. Patrick Stewart, MD, CCFP(EM)"",
    ""title"": ""Director General / Directeur général"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,e151693,198372,JUL 26 2017,Teva-Efavirenz/Emtricitabine/Tenofovir,Efavirenz / Emtricitabine / Tenofovir Disoproxil Fumarate,Change in the drug substance supplier,,"N/A, Oral, Tablet, 600 mg/ 200 mg/ 300 mg","Atripla, Bristol-Myers Squibb & Gilead Sciences, LLC., Canada",Teva Canada Limited,30 Novoeham Court,Toronto,Ontario,Canada,M1B 2K9,"Dr. J. Patrick Stewart, MD, CCFP(EM)",Director General / Directeur général,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
https://pdf.hres.ca/noc_pm/0000022724.PDF,"{
  ""data_found"": true,
  ""dossier_id"": ""E157762"",
  ""submission_no"": ""199318"",
  ""manufacturer"": {
    ""name"": ""Pfizer Canada Inc."",
    ""street"": ""17300 Trans-Canada Highway"",
    ""city"": ""Kirkland"",
    ""province"": ""Quebec"",
    ""country"": ""Canada"",
    ""postal_code"": ""H9J 2M5""
  },
  ""date"": ""JUL 20 2017"",
  ""product_name"": ""DUAVIVE"",
  ""medicinal_ingredients"": ""Conjugated estrogens and bazedoxifene (supplied as bazedoxifene acetate)"",
  ""reason_for_submission"": ""Update to the Product Monograph reflecting the results of a drug-drug interaction (DDI) study."",
  ""species"": ""NIA"",
  ""drug_identification_number_route_form_strength"": ""Oral, Tablet, 0.45 mg and 20 mg"",
  ""canadian_reference_product"": """",
  ""authorizing_official"": {
    ""name"": ""Dr. J. Patrick Stewart, MD, CCFP(EM)"",
    ""title"": ""Director General / Directeur générale"",
    ""division"": ""Therapeutic Products Directorate / Direction des produits thérapeutiques""
  }
}",TRUE,NA,E157762,199318,JUL 20 2017,DUAVIVE,Conjugated estrogens and bazedoxifene (supplied as bazedoxifene acetate),Update to the Product Monograph reflecting the results of a drug-drug interaction (DDI) study.,NIA,"Oral, Tablet, 0.45 mg and 20 mg",,Pfizer Canada Inc.,17300 Trans-Canada Highway,Kirkland,Quebec,Canada,H9J 2M5,"Dr. J. Patrick Stewart, MD, CCFP(EM)",Director General / Directeur générale,Therapeutic Products Directorate / Direction des produits thérapeutiques,NA
